CUSTOMER_RK,NATIONAL_ID,NAME,ADDRESS,PHONE,EMAIL,PERMANENT_RESIDENT_FLG,CUSTOMER_AGE,CUSTOMER_STATUS,BUREAU_SCORE,TOTAL_NON_CARD_BALANCE,BUREAU_INVESTIGATION_DATE_SINCE,BUREAU_CARD_UTILIZATION,DOCUMENTATION_COMPLETED_FLG,CUSTOMER_EMPLOYMENT_TYPE,DOCUMENTATION_TYPE,DPD30_AUTO_LOANS_CNT,DPD30_CASH_COLLATERAL_CNT,DPD30_CC_LOANS_CNT,DPD30_MORTGAGE_LOANS_CNT,DPD30_OVERDRAFT_LOANS_CNT,DPD30_PERSONAL_LOANS_CNT,LAST_MONTH_30,NUM_CHARGE_OFF_36M,HOME_INCONSISTENCY_FLG,INTEREST_INCOME,MAIDEN_NAME_INCONSISTENCY_FLG,OTHER_INCOME,RENT_INCOME,REQUESTED_LOAN_TENOR,REQUESTED_LOAN_AMOUNT,REQUESTED_PAYMENT_PLAN,SALARY_TIE_UP_AMOUNT,TOTAL_CC_AMOUNT,TOTAL_LOAN_INSTALLMENT,TOTAL_OPEN_CARD_BALANCE,TOTAL_OPEN_CC_BALANCE,TOTAL_OPEN_LOAN_INSTALLMENT,TOTAL_OVERDRAFTS_AMOUNT,TOTAL_PERS_LOANS_BAL_UNSECURE,IB_WPS_CARD_LAST_12M,IB_WPS_MORTGAGE_LAST_12M,IB_WPS_OD_LAST_12M,IB_WPS_AUTO_LOAN_LAST_12M,IB_WPS_LOAN_LAST_12M,MAX_DUR_SINCE_CC_OPEN,EXISTING_CUSTOMER,FRAUD_FLG,BUSINESS_INCONSISTENCY_FLG,VERIFICATION_COMPLETED_FLG,VERIFIED_DOCUMENT_INCOME_FLG,PRODUCT_CODE,EMAIL_PROVIDED_FLG,EMAIL_INCONSISTENCY_FLG,IS_EMPLOYEE_FLG,DECLARED_INCOME,DOCUMENTED_INCOME,TOTAL_EMPLOYMENT_DURATION,PLEDGED_AMOUNT,VERIFIED_INCOME,WPS_LIFETIME,CUSTOMER_MONTHLY_EXPENSES,BAD
609401,393-86-6873,Crystal Gonzalez,Unit 3158 Box 8832 DPO AA 91969,459-328-4139x891,joy35@example.com,Y,18,O,532,3404,62,0.09,Y,L,ID,0,0,0,0,0,0,2,3,N,45,N,0,0,6,6020,B,174,9648,848,1139,421,900,206,759,1,1,8,6,5,73,Y,N,N,Y,Y,PL2,Y,N,N,3322,5805,85,349,5420,0,6261,1
122092,679-31-5008,Anna Guzman,"0691 Ponce Crossing Apt. 467 North Austinburgh, CA 71708",7185306184,mpeterson@example.org,Y,53,O,522,43815,28,0.01,Y,P,ID,0,0,0,0,0,0,2,2,N,109,N,0,0,24,13834,U,143,8670,880,813,363,545,221,1364,4,1,8,10,8,61,Y,N,N,Y,Y,PL2,Y,N,N,12207,8151,164,434,7975,0,9247,0
527286,167-07-2318,Linda Williams,"486 Douglas Land East Brian, MA 21154",001-361-247-9678x4120,lopezcynthia@example.com,Y,43,O,255,9725,33,0.09,Y,P,ID,0,0,0,0,0,0,1,2,N,761,N,0,0,24,44420,F,140,0,728,1330,1052,474,196,803,3,1,8,3,3,13,N,N,N,Y,Y,PL2,Y,N,Y,10796,4903,179,274,5107,0,5847,0
583678,733-61-1656,Dr. Cassie Hurst,"6552 Perry Fort Hallton, IN 59148",245-244-9173,cynthia35@example.com,N,27,O,585,46935,75,0.25,Y,N,BS,0,0,0,0,0,0,0,4,N,609,N,0,0,6,30359,U,352,6908,327,835,1395,780,336,1676,8,1,9,10,0,50,Y,N,N,Y,Y,PL1,Y,N,N,9817,10818,195,571,10357,0,3818,0
152693,519-57-0309,Mark Maynard,"77380 Davenport Run Port Sarahport, CT 08951",3918355647,david23@example.net,Y,29,O,799,1438,50,0.9,Y,P,ID,0,0,0,0,0,0,1,3,N,838,N,0,0,18,38526,U,8,9534,520,1383,750,984,377,572,3,1,9,7,4,9,Y,N,N,Y,Y,PL1,Y,N,Y,11475,8324,151,386,8910,0,6200,0
695145,481-83-6205,Rachel West,"77472 Terrell View West Kimberly, NH 23353",5685630326,josephgreen@example.org,Y,33,O,791,27707,5,0.38,Y,M,ID,0,0,0,0,0,0,0,1,N,88,N,0,0,36,10306,U,115,7994,927,503,886,503,400,2160,9,2,3,2,0,110,N,N,N,Y,Y,PL2,Y,N,N,14917,9926,160,1195,9842,0,11263,0
382816,151-53-7450,James Mills,"7633 Kristopher Valleys Suite 603 New Kaylaburgh, MN 52490",250-794-6268,angela54@example.net,Y,46,O,585,14544,50,0.94,N,B,ID,0,0,0,0,0,0,1,4,N,93,N,0,0,18,12753,B,37,0,906,1129,1024,385,395,2937,3,0,9,8,3,65,N,N,N,N,N,PL1,Y,N,N,7209,9769,172,315,9943,0,2756,0
670463,070-04-7003,Debbie Simon,"51818 Justin Plains Suite 464 West Andresbury, RI 20510",509-782-1217,ashley98@example.org,Y,37,C,678,42999,47,0.12,Y,B,ID,0,0,0,0,0,0,2,1,N,178,N,0,0,36,38654,F,206,2112,981,1306,204,819,330,1063,3,3,6,6,0,67,Y,N,N,N,N,PL2,Y,N,N,13926,5543,198,120,5637,0,2678,0
375411,552-13-7558,Kimberly Johnson,"079 Melinda Ranch Suite 322 East Kenneth, MI 94094",9692775337,hcampbell@example.net,Y,41,O,702,3769,38,0.73,Y,S,ID,0,0,0,0,0,0,2,4,Y,859,N,0,0,24,28006,F,61,0,173,1014,1160,540,268,963,10,3,0,0,4,88,N,N,N,Y,Y,PL1,Y,N,N,9026,4277,37,676,4107,0,4665,0
535278,661-91-1348,Brian Jones,"7289 Jonathan Ville Apt. 386 New Yvette, CO 57703",244.636.6725x38176,taylortina@example.org,Y,46,O,472,44481,70,0.7,Y,S,ID,0,0,0,0,0,0,2,4,N,421,Y,0,0,18,37430,U,113,5750,969,1281,1310,487,351,1708,8,1,0,6,5,66,Y,N,N,Y,Y,PL1,Y,N,N,3460,9660,71,309,9483,0,7124,1
217768,663-42-4047,Michele Taylor,"2598 Maria Garden Suite 427 West Tim, DE 56673",255.680.2302x424,jason15@example.com,Y,49,O,791,17483,14,0.32,Y,P,ID,0,0,0,0,0,0,0,3,N,71,N,0,0,18,26380,B,159,1426,910,349,1328,778,314,701,0,1,6,2,7,19,N,N,N,Y,Y,PL1,Y,N,Y,11201,9047,238,583,8421,0,8001,0
502707,267-79-7862,Sandra Ford,"111 Esparza Ports East Jordanberg, ME 88889",+1-972-606-1550x0066,nelsonnathan@example.net,Y,30,C,691,2380,2,0.92,N,P,ID,0,0,0,0,0,0,1,3,N,393,N,0,0,12,22899,F,225,7494,531,801,1032,458,273,861,4,1,4,2,5,55,Y,N,N,N,N,PL1,Y,N,N,12656,6582,31,477,6021,0,3673,0
322547,319-28-1612,Robert Baker,USNS Mccarty FPO AP 59747,672.240.2069x064,alfredclark@example.org,Y,30,O,767,29701,70,0.96,Y,L,ID,0,0,0,0,0,0,0,2,N,383,Y,0,0,18,6907,B,95,4074,899,1029,617,659,398,2317,9,0,7,4,8,23,Y,N,N,Y,Y,PL2,Y,N,Y,4268,6832,229,507,6908,0,1436,0
895653,207-97-2486,Gary Barnes,"298 William Hollow Port Meghan, RI 71569",+1-634-708-3490,jack03@example.com,Y,42,O,831,36898,78,0.49,Y,L,ID,0,0,0,0,0,0,0,4,Y,60,N,0,0,18,20262,B,296,3917,261,823,229,309,207,1335,6,3,4,2,6,49,Y,N,N,Y,Y,PL2,Y,N,N,11943,6560,29,425,6993,0,1473,0
705060,229-47-0297,James Martin,"PSC 1428, Box 0875 APO AA 24949",459.889.6420x82430,fowlerpatrick@example.com,Y,36,O,462,6217,21,0.21,Y,L,ID,0,0,0,0,0,0,1,4,N,108,N,0,0,6,28250,F,242,5526,262,1451,1002,357,379,2444,2,1,7,6,4,120,N,N,N,Y,Y,PL2,Y,N,Y,7161,6416,54,722,6975,0,4566,0
808394,301-14-0178,David Sullivan,"96385 Ramos River West Andreburgh, TN 33122",+1-963-994-0754x8961,stevenortiz@example.com,Y,35,C,422,7992,12,0.78,Y,B,ID,0,0,0,0,0,0,0,0,N,424,N,0,0,18,41439,U,95,0,459,1354,233,495,322,1987,6,0,7,9,1,87,N,N,N,Y,Y,PL1,Y,N,Y,12497,11487,86,536,10768,0,8781,0
645643,041-22-5975,Tina Fowler,"8052 Kyle Circles Suite 683 Port Joseph, CO 77746",001-823-685-9992x991,etorres@example.com,Y,36,O,813,4451,41,0.91,N,S,ID,0,0,0,0,0,0,1,2,N,767,N,0,0,6,12426,B,177,0,789,1060,1380,183,396,1587,8,3,1,1,5,4,N,N,N,N,N,PL2,Y,N,N,10060,8040,87,540,7994,0,3467,0
374354,318-51-3403,Sandra Reed,"4389 Macias Points Suite 308 Barryfurt, IA 29699",(264)421-9050x8956,ryancarr@example.org,Y,45,O,798,43878,78,0.81,Y,B,ID,0,0,0,0,0,0,0,2,N,570,N,0,0,24,48139,F,260,0,484,867,529,389,214,2513,4,0,8,6,2,115,N,N,N,Y,Y,PL2,Y,Y,Y,11563,3586,122,370,3241,0,2624,0
268719,484-62-8860,Seth Jefferson,"66469 Burke Stravenue Apt. 418 South Sherry, GU 59611",616.649.7521x73973,martinraven@example.net,Y,26,O,635,39266,35,0.12,N,B,ID,0,0,0,0,0,0,0,3,N,10,N,0,0,24,24292,F,325,8799,910,1251,492,326,381,1486,4,3,7,2,10,3,N,N,N,N,N,PL2,Y,N,N,12403,10726,169,878,10120,0,10520,0
397313,606-33-1568,Emily Reyes,"0917 Richardson Village Kendraburgh, WA 00899",(877)702-0082,gonzalezchristopher@example.com,Y,58,O,820,34633,2,0.2,Y,L,ID,0,0,0,0,0,0,0,2,N,75,N,0,0,18,41490,B,97,9271,810,1158,218,370,191,1083,5,2,1,1,9,36,Y,N,N,Y,Y,PL2,Y,N,Y,11253,10529,162,1011,9735,0,6144,0
265918,899-18-1143,Michael Watts,"64826 Clark Court Port Wendy, MH 21307",+1-371-417-7878x7583,jaredpotter@example.net,Y,37,C,845,26571,11,0.18,Y,B,ID,0,0,0,0,0,0,2,5,N,726,N,0,2411,12,26879,U,179,6532,409,1326,478,199,397,2556,6,2,7,2,8,9,N,N,N,Y,Y,PL1,Y,N,N,7669,10225,76,133,9798,0,3920,1
453274,436-88-6463,Jonathan Murphy,"0417 Porter Garden Port Angelamouth, NE 29704",348.916.8882x352,steinchristopher@example.net,Y,50,O,554,21889,41,0.87,Y,N,ID,0,0,7,0,0,0,0,5,N,524,N,0,0,18,28071,U,201,0,455,369,1280,400,279,1938,2,3,9,0,9,66,Y,N,N,Y,Y,PL2,Y,N,N,7910,10629,167,369,11530,0,10725,0
131180,613-58-6362,Lawrence Perez,"PSC 5221, Box 7307 APO AE 78757",(673)726-1972,matthew89@example.org,Y,36,O,632,2542,32,0.98,Y,P,ID,0,0,0,0,0,0,0,4,N,301,N,0,0,6,42023,B,388,1245,980,507,358,544,183,1208,3,1,4,6,9,23,N,N,N,Y,Y,PL2,Y,N,N,3352,11595,86,81,10733,0,9185,0
825015,470-94-4554,Emily Fitzpatrick MD,"5622 Gardner Ports Christinatown, NJ 35425",808-559-6689x7263,timothybrown@example.net,Y,42,O,585,9501,34,0.9,Y,E,ID,0,0,0,0,0,0,1,2,N,501,N,0,0,12,36373,B,163,0,490,1081,1403,438,216,1422,6,2,2,8,1,80,Y,N,N,Y,Y,PL2,Y,N,N,10505,7530,42,322,6980,0,6844,0
574532,859-54-1466,Morgan Woods,"46343 Olson Mountains Apt. 894 East Kristina, AS 22086",(437)706-7906x1282,harrisemily@example.com,Y,46,O,606,15482,47,0.36,Y,U,SC,0,0,0,0,0,0,1,2,N,319,N,0,0,12,8298,U,86,9237,260,1007,1248,292,348,1627,7,2,3,0,3,29,Y,N,N,Y,Y,PL2,Y,N,Y,9165,11805,120,404,12175,0,11930,0
457802,017-57-0959,Evan Williams,"123 Velazquez Inlet Suite 392 Jasmineton, DE 34624",690.955.7001x37672,thill@example.com,Y,49,O,830,2835,4,0.01,Y,B,ID,0,0,0,0,0,0,2,3,N,531,N,0,0,36,36046,B,239,0,761,1175,988,516,266,515,7,1,4,9,9,54,N,N,N,Y,Y,PL1,Y,N,Y,3689,12305,96,107,11474,0,4918,0
495226,686-02-9080,Denise Young,"4450 Jason Glen Suite 123 Jillmouth, WA 72959",384.373.5318,henrymoore@example.com,Y,52,O,734,10432,4,0.04,N,L,BS,0,0,0,0,0,0,2,2,N,719,N,0,0,18,13562,U,153,8532,223,814,1495,438,219,697,4,2,9,7,4,50,Y,N,N,N,N,PL2,Y,N,N,7499,7555,98,484,8194,0,8883,1
324230,600-29-7095,Jeffrey Rivera,"36139 Jeremy Islands Kevinside, OK 03227",963.322.7864,shannonkarina@example.net,Y,40,O,746,21955,11,0.68,Y,N,BS,0,0,0,0,0,0,1,2,N,52,N,0,0,24,38881,B,335,3582,823,684,656,613,322,2505,0,2,10,3,10,42,Y,N,N,Y,Y,PL2,Y,N,N,3553,4895,70,774,4833,0,5690,0
379021,601-62-0565,Leah James,"98924 Franco Burgs Apt. 411 West Alexisbury, RI 55881",001-577-869-7889,melissa90@example.com,Y,41,C,532,40040,38,0.94,Y,S,ID,0,0,0,0,0,0,2,5,N,22,N,0,0,18,30141,B,188,9294,990,1135,238,750,207,734,5,0,0,3,4,72,N,N,N,Y,Y,PL2,Y,N,Y,6414,14090,154,449,13633,0,7554,0
648726,388-59-3792,Melissa Adams,"703 Sanchez Port Apt. 777 New Ginashire, VA 92187",(677)839-6388,andrew93@example.com,Y,53,O,674,19654,53,0.23,N,P,ID,0,0,0,0,0,0,2,1,N,398,N,0,0,18,32780,F,137,0,969,1487,853,927,226,2518,3,0,3,4,6,26,N,N,N,N,N,PL1,N,N,Y,12656,8628,29,790,9192,0,5715,0
207681,709-19-7352,Kaitlin Nelson,"4233 Hudson Corner Apt. 743 South Eduardotown, IL 62631",911.729.8986x73829,smithjohn@example.com,Y,44,O,298,42900,77,0.09,Y,P,ID,0,0,0,0,0,0,0,0,N,895,N,0,1725,18,36428,U,149,4074,576,1061,393,372,209,2082,4,1,10,0,3,41,N,N,N,Y,Y,PL2,Y,N,Y,6335,7356,148,462,7090,0,5211,0
231855,255-93-7323,Charles Olson,"5650 Kim Mall West Tinahaven, TN 50656",(673)384-0592x42268,ricardo57@example.net,Y,34,C,329,2878,54,0.32,Y,P,SC,0,0,0,0,0,0,0,4,N,736,N,0,0,18,10799,U,306,0,483,364,888,952,269,2914,2,0,5,7,10,95,N,N,N,Y,Y,PL1,Y,N,Y,7032,4395,33,180,4367,0,2808,0
692770,154-18-1441,Brandon Morgan,"0158 Murphy Loaf Martinview, DE 31349",428-406-3308x287,stantonalexander@example.net,Y,51,O,608,14927,56,0.88,N,S,BS,0,0,0,0,0,0,2,4,N,388,N,0,0,12,23986,U,104,3379,979,1430,939,476,392,2604,9,3,1,6,5,97,Y,N,N,N,N,PL1,Y,N,Y,4192,10120,59,157,10512,0,3908,0
297196,817-20-8404,Maria Campbell,"07853 Jessica Locks South Markfort, CT 57527",(897)209-0802x8484,halljoe@example.org,Y,37,O,754,46432,29,0.71,Y,P,ID,0,0,0,0,0,0,2,1,N,321,N,0,0,24,35402,B,144,11348,178,315,767,644,373,588,1,3,10,6,7,54,Y,N,N,Y,Y,PL2,Y,N,Y,3388,5843,105,154,5762,0,3010,0
111218,601-19-7088,Erica Mayo,"553 Alexander Dale Suite 696 New Michele, GA 77901",001-309-316-7546x0924,marygreen@example.com,Y,55,O,654,6413,52,0.8,N,B,ID,0,0,0,0,0,0,0,4,N,678,N,0,0,18,1686,F,376,8424,933,1387,611,494,318,1040,4,3,5,5,10,108,Y,N,N,N,N,PL1,Y,N,Y,6062,5134,238,439,5629,0,1252,0
111023,825-15-1301,Donna Williams,"19043 Hahn Lodge Hartton, WI 47841",793-434-2396x6283,anthony92@example.org,Y,41,C,711,39493,58,0.72,N,B,SC,0,0,0,0,0,0,0,1,N,484,N,0,0,24,13086,F,157,3351,504,449,792,822,246,1886,4,2,2,10,6,78,N,N,N,N,N,PL2,Y,N,N,4153,9087,238,182,9625,0,2418,0
703665,898-90-3615,Alex Jones,"2224 Linda Locks South Michellechester, WI 62147",967-499-6108,shannoncarter@example.com,Y,44,S,837,16889,2,0.79,N,P,ID,0,0,0,0,0,0,1,4,N,406,N,0,958,6,12801,U,95,5205,793,251,753,989,170,1807,4,1,4,1,6,88,Y,N,N,N,N,PL1,Y,N,Y,14717,7318,176,724,6674,0,1725,0
365712,787-77-0067,Ashley Holmes,"0117 Stephanie Run West Brittanyland, AZ 62499",402-943-8061x41042,alopez@example.com,Y,32,C,687,43372,88,0.48,Y,B,ID,0,0,0,7,0,0,0,3,N,460,N,0,0,12,29122,F,382,3879,872,380,913,752,152,790,2,0,9,8,3,116,N,N,N,Y,Y,PL1,Y,N,Y,7702,7121,77,503,6940,0,8537,0
261688,176-51-4153,Antonio Garcia,"16511 Baker Rest Justinfurt, CA 12537",001-912-851-2887x529,angela26@example.com,Y,45,O,253,10061,78,0.99,N,P,ID,4,0,0,0,0,0,2,3,N,858,N,0,0,36,44682,U,388,10747,920,959,1405,805,196,2604,7,2,9,8,2,116,Y,N,N,N,N,PL2,Y,N,Y,5606,10062,171,293,9328,0,4303,0
264277,485-09-1629,Christine Morgan,"344 Robinson Route Smithshire, AL 39760",(757)657-2998x3053,natalienelson@example.net,Y,32,C,493,17090,22,0.8,N,S,ID,0,0,0,0,0,0,2,2,N,222,N,0,0,36,21612,F,194,9732,391,1167,310,226,276,1857,9,0,8,7,9,20,N,N,N,N,N,PL2,N,N,N,11309,5086,50,169,5571,0,4229,0
787799,406-38-5390,Aaron Guzman,"0071 Andrea Cliffs Joannashire, MP 75550",001-956-238-0524x9153,zclark@example.net,Y,23,O,458,36081,12,0.0,Y,S,ID,0,0,0,0,0,0,2,0,N,317,N,0,0,12,8664,U,159,10427,679,571,1271,644,337,2651,7,2,3,1,10,57,N,N,N,Y,Y,PL1,Y,N,Y,10348,10232,201,726,9823,0,10112,0
503112,852-01-5676,Emily Patrick,"03727 Terri Fields Apt. 769 Port Jessica, NH 62629",6618725450,eric23@example.net,Y,37,O,831,25427,29,0.59,Y,P,ID,0,0,0,0,0,0,0,5,N,851,N,0,0,12,6578,B,16,0,634,1436,1347,883,175,2971,1,3,0,6,4,26,N,Y,N,Y,Y,PL2,Y,N,Y,5198,11610,180,592,10874,0,3851,1
665517,589-41-9977,Jack Moore,"984 Mayo Extensions Apt. 820 Russellport, NM 87743",687-800-2695,reginald59@example.com,Y,62,O,757,40245,69,0.89,Y,B,SC,0,0,0,0,0,0,2,2,N,526,N,0,2099,18,4747,B,274,0,383,408,892,373,210,2020,4,2,3,4,9,22,Y,N,N,Y,Y,PL2,Y,N,N,7320,9099,203,265,8668,0,10350,1
719106,125-90-9032,Cheyenne Grant,"75436 Bryan Junction Apt. 095 West Robin, WI 65178",001-784-265-4829x844,patricia79@example.org,Y,38,O,669,15556,86,0.54,Y,B,ID,0,0,0,0,0,0,0,4,N,664,N,0,0,12,36693,B,230,11661,828,357,634,210,339,1352,10,3,3,1,8,84,Y,N,N,Y,Y,PL1,Y,N,Y,14210,7394,64,299,7612,0,6380,0
110628,801-06-5425,Michael Hernandez,"76414 Garcia Motorway Suite 723 East Joseph, GA 85053",916-634-6544x67076,karawood@example.com,Y,59,O,366,12758,49,0.12,Y,N,ID,0,0,0,0,0,0,1,2,N,634,N,0,0,6,36760,F,247,0,653,864,962,827,341,1212,1,1,10,1,5,33,N,N,N,Y,Y,PL1,Y,N,N,4578,11223,80,107,10780,0,3569,0
485721,098-78-2476,David Gonzalez,"65457 Andrews Rest Loganport, SD 82974",9186083187,jeremysmith@example.net,Y,40,O,399,30833,81,0.17,Y,S,SC,0,0,0,0,12,0,1,1,N,14,N,0,0,18,42273,F,139,9377,924,923,429,347,351,2256,0,0,4,4,3,64,Y,N,N,Y,Y,PL2,Y,N,N,12761,3808,225,789,3531,0,4033,0
351072,168-88-8004,Sharon Tran,"522 Sean Bypass Brandonfurt, OH 08173",(564)981-6667x311,lambjames@example.net,Y,21,O,608,40253,40,0.54,N,N,ID,0,0,0,0,0,0,0,0,N,204,N,686,0,24,25976,B,110,0,170,1277,1070,309,294,1243,0,1,9,3,4,101,Y,N,N,N,N,PL2,Y,N,N,13136,5974,14,322,5700,0,2370,0
451521,277-46-5594,Travis Tucker,"730 Cohen Grove Reidstad, UT 51695",001-339-257-7355x5492,justin87@example.org,Y,45,C,556,36519,72,0.74,Y,P,SC,0,0,0,0,0,0,0,3,N,521,N,0,0,18,36473,F,37,2292,633,277,1214,569,348,1900,9,1,1,9,0,44,Y,N,N,Y,Y,PL2,N,N,N,11459,9586,64,863,10079,0,5144,0
172842,426-94-0174,Tyler Lang,USS Myers FPO AP 16815,275-890-1922,gmoore@example.com,Y,45,C,733,38337,0,0.93,N,L,ID,0,0,0,0,0,0,2,5,N,108,N,0,0,36,44213,B,111,6088,451,1130,1331,958,195,2324,4,1,0,2,4,33,N,N,N,N,N,PL1,Y,N,N,10138,7001,32,562,6610,0,4685,0
553336,342-60-2012,Brian Dixon,"11865 Kaylee Camp East Jenniferton, SC 33933",001-978-942-5063x7947,rhodeslee@example.net,Y,38,O,691,24407,31,0.68,Y,S,ID,0,0,0,0,0,0,2,4,N,827,N,0,0,24,36990,U,369,2977,229,1379,1294,443,178,2217,5,0,9,1,2,106,N,N,N,Y,Y,PL2,Y,N,N,6402,11278,207,605,10897,0,5439,0
498386,008-94-1174,Christina Johnson,"2795 Michael Alley Apt. 566 Mooneyview, CT 09785",001-665-232-6141,joshua06@example.net,Y,43,S,380,2667,11,0.84,N,S,ID,0,0,0,0,0,0,0,3,Y,305,N,0,0,12,38059,F,169,10391,270,737,890,377,315,2136,5,0,8,6,3,69,Y,N,N,N,N,PL2,Y,N,N,13831,6997,94,723,7647,0,4725,0
352760,213-05-6737,Alexander Jackson,"PSC 1517, Box 9200 APO AP 22611",5176139173,richardsrobert@example.com,Y,57,O,459,35054,86,0.92,N,S,ID,0,0,0,0,0,0,1,3,N,925,N,0,0,24,13094,B,9,0,277,894,1498,278,338,578,6,1,6,0,9,62,Y,N,N,N,N,PL2,Y,N,N,10219,7372,109,536,7992,0,6588,0
606629,163-34-0416,Mark Reese,USS Johnson FPO AP 12855,+1-311-999-3961,ortizbrenda@example.com,Y,49,C,625,19920,89,0.5,Y,B,ID,0,0,0,0,0,0,1,1,N,434,N,0,0,36,27718,U,350,9278,565,1174,507,835,234,2027,4,2,1,3,3,108,N,N,N,Y,Y,PL1,Y,N,N,5512,13168,62,243,14455,0,4617,0
479072,487-65-8447,Kimberly Kramer,"14793 Hill Dale Apt. 003 Sarahbury, OK 40179",(998)893-8800,michaelmedina@example.com,Y,47,O,604,11320,82,0.61,Y,S,SC,0,0,0,0,0,0,1,3,Y,910,N,0,0,36,44507,F,1,9565,324,1305,721,954,188,2267,3,0,7,10,7,64,Y,N,N,N,N,PL2,Y,N,Y,9069,5956,76,411,6365,0,2523,0
472783,121-15-1486,John Williamson,"446 Chandler Islands Port Stevenville, MP 70670",318-764-3224x2845,jesse72@example.net,Y,29,C,833,1375,73,0.05,Y,L,ID,0,0,0,0,0,0,0,2,N,772,N,0,0,18,12461,U,56,1368,201,1061,777,970,221,1519,8,0,3,7,3,2,N,N,N,Y,Y,PL1,Y,N,N,4589,11125,119,304,11800,0,4466,0
296184,028-10-2046,Kathryn Cortez,"6806 Deborah Land South Antoniohaven, ID 75840",001-535-725-7885x426,holly92@example.org,Y,34,C,698,46592,3,0.01,N,P,BS,0,0,0,0,0,0,1,1,N,7,N,0,0,12,4400,B,178,7611,972,1189,662,559,178,1574,4,2,3,2,2,92,Y,N,N,N,N,PL1,Y,N,Y,8940,6702,65,218,7357,0,6721,0
870304,215-27-0648,Robert Brown,"5524 Buck Light Suite 147 North Jennifertown, NH 45735",(666)858-1756,elizabeth07@example.net,Y,47,O,685,36541,28,0.61,Y,L,ID,0,0,0,0,0,0,2,5,Y,557,N,895,1232,6,32341,B,399,9018,412,366,1091,643,217,2680,5,3,2,10,2,32,Y,N,N,N,N,PL1,N,N,Y,3516,11876,102,202,12136,0,11042,0
587250,484-53-8633,Elizabeth Kennedy,USNV Wiggins FPO AP 94846,001-764-971-4669,nsummers@example.org,Y,50,O,456,25512,66,0.57,Y,B,ID,0,0,0,0,0,0,0,1,N,31,N,0,0,24,18925,F,306,5526,268,216,1272,479,337,1980,10,2,9,5,5,64,Y,N,N,Y,Y,PL2,Y,N,N,10999,7995,216,1088,7877,0,8176,1
863640,646-35-6330,Dr. Stephanie Williams,"16624 Burton Pass Craigmouth, PW 03037",(278)693-7044,jennifer50@example.org,Y,43,O,712,39963,90,0.93,N,S,ID,0,0,0,0,0,6,2,2,N,622,N,0,0,6,49881,F,193,2114,846,284,1361,276,322,1920,7,0,2,3,3,49,N,N,N,N,N,PL1,Y,N,Y,14900,12177,198,140,12703,0,11715,0
805626,471-24-4012,Kiara Bush,"408 Heather Centers West Heatherport, VT 87360",+1-335-775-1296x20450,stephen02@example.com,Y,46,C,790,22899,87,0.7,Y,P,ID,0,0,0,0,0,0,1,5,N,330,N,0,0,18,38312,U,214,10166,733,375,1311,948,329,2658,4,3,3,0,5,11,Y,N,N,Y,Y,PL2,N,N,N,10885,7116,174,587,6866,0,6568,0
243306,855-05-5473,Randall Mccoy,USNS Choi FPO AP 00814,850-870-8897x49867,tracyjohnson@example.net,Y,30,O,782,17661,38,0.16,Y,S,ID,0,0,0,0,0,0,0,1,N,908,N,0,0,12,24641,B,66,3055,582,1478,430,363,231,1661,3,1,2,1,6,77,N,N,N,N,N,PL1,Y,N,Y,12259,8391,161,283,9034,0,9182,0
484697,293-24-8973,Bryan Valdez,USNS Hogan FPO AE 05272,897.309.5639,nicholas94@example.com,Y,28,C,687,714,87,0.91,Y,L,BS,0,0,0,0,0,0,0,2,Y,367,N,0,0,24,46126,B,10,3121,640,1097,1211,796,163,1860,2,3,7,0,7,88,N,N,N,Y,Y,PL2,Y,N,N,5667,6588,71,289,5978,0,6449,0
825553,263-91-0772,Glen Ward,"9407 Carolyn Trail Suite 031 Markfort, IN 81172",723.964.6232,ywalker@example.net,Y,30,O,850,19769,4,0.09,Y,S,ID,0,0,0,0,0,0,2,4,N,12,N,0,0,6,48555,U,26,10963,933,558,507,921,203,2770,2,1,10,7,1,55,Y,N,N,N,N,PL1,Y,N,N,14563,7183,118,452,7870,0,6086,0
628182,057-05-0380,Austin Smith,"538 Susan Loaf North Sheryl, AS 69870",7442156381,lisaarnold@example.net,Y,26,O,702,4549,26,0.23,Y,L,ID,0,0,0,0,0,0,0,4,N,183,N,0,0,6,13154,F,309,1766,703,207,717,232,389,2288,6,1,10,3,9,103,N,N,N,Y,Y,PL1,N,N,Y,11623,4725,95,414,4782,0,2118,0
716909,299-32-6361,Lisa Schroeder,"58683 Michael Manor Hoffmanshire, DE 33021",+1-707-802-8010x678,michaelcuevas@example.org,Y,34,C,397,28292,14,0.34,N,L,ID,0,0,0,0,0,0,0,0,N,702,N,0,0,6,2843,B,374,11190,545,1205,645,663,270,937,10,1,4,8,8,95,N,N,N,N,N,PL2,Y,N,Y,13999,10401,176,680,10342,0,6649,0
313087,565-84-9053,Richard Cole DVM,"732 Tyler Flats Suite 263 Nathanburgh, OH 11897",001-954-601-4811x6333,sanchezrebecca@example.net,Y,56,O,525,35733,22,0.93,Y,S,ID,0,0,0,0,0,0,0,4,N,615,N,0,0,24,7907,B,131,4043,494,1391,1459,598,244,1720,9,2,5,8,2,10,Y,N,N,Y,Y,PL1,Y,N,N,10366,11600,16,406,12209,0,5725,0
